"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ketaminh: the one great thing about #FOAMEd is its ability to inspire students to read , learn and debate. #PAIC2014",FALSE,0,NA,2014-09-20 22:22:25,FALSE,NA,"513453152842960897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MitchMullooly",8,TRUE,FALSE,NA,NA
"RT @ParamedicsNZ: Outgoing Director @AusParamedics board Les Hotchin, years of outstanding service to paramedic profession #PAIC2014 http:/…",FALSE,0,NA,2014-09-20 22:20:38,FALSE,NA,"513452700759908352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","injohns",4,TRUE,FALSE,NA,NA
"RT @johnboy237: @Buck_Reed great to meet you Buck - very impressed with your initiatives in Sydney - it's the way forward #PAIC2014",FALSE,0,NA,2014-09-20 22:20:15,FALSE,NA,"513452605301727232",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @ParaAustSA: What a night at #PAIC2014! See you all (and more) at #PAIC2015 http://t.co/tkHDB8jxho",FALSE,0,NA,2014-09-20 22:19:12,FALSE,NA,"513452343396818946",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",8,TRUE,FALSE,NA,NA
"RT @dantownson1: 2nd place in #FernoSim challenge at #PAIC2014 is Singapore Civil Defence from Singapore! #congrats http://t.co/Q4Y6pQWiTZ",FALSE,0,NA,2014-09-20 22:17:17,FALSE,NA,"513451858447183873",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",5,TRUE,FALSE,NA,NA
"RT @BerkowitzGary: Well done to all the teams who competed in #FernoSim #PAIC2014 &amp; congratulations to the winners!",FALSE,0,NA,2014-09-20 22:17:04,FALSE,NA,"513451802931380225",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @Qhel7038: Big thanks to all delegates and peoples Of the tweet universe for yr interest and support of #PAIC2014. Couldn't have done it…",FALSE,0,NA,2014-09-20 22:16:58,FALSE,NA,"513451778516348928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Just spoke with the convenor of #PAIC2014 we're pretty bloody happy with the interactn around the world. Youre all bloody a…",FALSE,0,NA,2014-09-20 22:15:40,FALSE,NA,"513451453071912960",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",5,TRUE,FALSE,NA,NA
"RT @ParamedicsNZ: Great to hear NZ National anthem playing for the winning #FernoSim team Team @AUTuni !!!! #PAIC2014 #GoKiwi #ParaNZ http:…",FALSE,0,NA,2014-09-20 22:15:33,FALSE,NA,"513451424106049536",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @PAIC2014: “@SarahWerner_NZ: @PAIC2014 shit hot boys!” #PAIC2014 #FernoSim",FALSE,0,NA,2014-09-20 22:15:13,FALSE,NA,"513451338097627136",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @PAIC2014: Dear #NewZealand your #paramedic team just won the #FernoSim challenge!! #PAIC2014 http://t.co/5RzKj4Oowi",FALSE,0,NA,2014-09-20 22:15:08,FALSE,NA,"513451318283751425",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",8,TRUE,FALSE,NA,NA
"RT @AusParamedics: #PAIC2014 thank you to Les Hotchin, contributing to PA since 1973. An outstanding contribution!!!",FALSE,0,NA,2014-09-20 22:14:05,FALSE,NA,"513451054432673792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",9,TRUE,FALSE,NA,NA
"RT @sjmclellan: Ian, Les, thank you and everyone's best wishes are with you both  #PAIC2014 #SPA2014Conf",FALSE,0,NA,2014-09-20 22:13:50,FALSE,NA,"513450991606177794",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @ambulancemandan: Well, thanks #PAIC2014 and those tweeting. It's a close to being there as I could get. Proves #FOAMed and SoMe really …",FALSE,0,NA,2014-09-20 22:13:45,FALSE,NA,"513450971490312192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",5,TRUE,FALSE,NA,NA
"RT @103trak: Thank you for great updates. So inspired to get to nxt yrs conference #PAIC2014  #Buck_Reed  #EMS_Junkie",FALSE,0,NA,2014-09-20 22:13:19,FALSE,NA,"513450863092707328",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @Skillshop: ""@paramedickiwi: Outcomes from OHCA hasn't changed significantly over the past 30 years #PAIC2014""...we need big ideas such …",FALSE,0,NA,2014-09-20 22:13:04,FALSE,NA,"513450799398002689",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",6,TRUE,FALSE,NA,NA
"RT @ShannonNott: Thanks #PAIC2014 for a great conference and opportunity to discuss #ruralhealth with Australia's paramedics! We need more …",FALSE,0,NA,2014-09-20 22:12:56,FALSE,NA,"513450766942478337",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",5,TRUE,FALSE,NA,NA
"RT @NSWPACHAIR: The @CharlesSturtUni paramedic students &amp; lecturers hanging out at #PAIC2014 http://t.co/ryofBsYZxP",FALSE,0,NA,2014-09-20 22:12:50,FALSE,NA,"513450741260767233",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @osmithgallardo: El CEO de  @StJohnNZ Peter Bradley Habla de Futuros Desarrollos en el Servicio de Ambulancias en #PAIC2014  http://t.co…",FALSE,0,NA,2014-09-20 22:12:50,FALSE,NA,"513450737909915648",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","iovannaperez",2,TRUE,FALSE,NA,NA
"RT @johnboy237: @Ambo_Pete @Chutzpah84 it's all perfectly clear chaps - keep up! #PAIC2014",FALSE,0,NA,2014-09-20 22:12:46,FALSE,NA,"513450722860347392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @JessBerrell: Great weekend #PAIC2014 #SPA2014Conf So happy to be part of a wonderful team! @SPAUWS http://t.co/PyuSriKxuv",FALSE,0,NA,2014-09-20 22:12:40,FALSE,NA,"513450698474680320",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Woohoo! ������ ""@EMS_Junkie: GP team!! For only 500 delegates you're all fucking awesome! #spa2014conf #PAIC2014 http://t.co/…",FALSE,0,NA,2014-09-20 22:12:33,FALSE,NA,"513450667856257024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",6,TRUE,FALSE,NA,NA
"RT @FernoAU: #PAIC2014 dinner. @FernoAU #FernoSim awards given out to winning teams soon. http://t.co/Eyg6xCWcue",FALSE,0,NA,2014-09-20 22:12:12,FALSE,NA,"513450580061089792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @johnboy237: This Toby - he is very special - dressed for dinner Aussie style #paic2014 http://t.co/9t79oiiirW",FALSE,0,NA,2014-09-20 22:12:08,FALSE,NA,"513450562386268160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @xzcion: Paramedics out to play. Hopefully this is blurry enough to not incriminate anyone. #paic2014 http://t.co/HSd1v004n4",FALSE,0,NA,2014-09-20 22:11:59,FALSE,NA,"513450526483034113",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @Buck_Reed: Recognition for Les Hotchin LMPA. member since 1973! PA secretary since 2000 &amp; past pres/VP. A long innings of service. #PAI…",FALSE,0,NA,2014-09-20 22:11:52,FALSE,NA,"513450497466855426",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @Davidwaters1: #PAIC2014 great start to the conference dinner - NZ took out the balloon challenge - black is back http://t.co/PmFXZsfQ6y",FALSE,0,NA,2014-09-20 22:11:46,FALSE,NA,"513450471348908032",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Les hotchins achievements.. #PAIC2014 http://t.co/dutJteO2pQ",FALSE,0,NA,2014-09-20 22:11:31,FALSE,NA,"513450410217320451",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Great websites for paramedics to check out #PAIC2014 @johnboy237 http://t.co/IrYaDuPaSg",FALSE,0,NA,2014-09-20 22:10:28,FALSE,NA,"513450145149878272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BjObrigewitch",8,TRUE,FALSE,NA,NA
"RT @johnboy237: @Buck_Reed great to meet you Buck - very impressed with your initiatives in Sydney - it's the way forward #PAIC2014",FALSE,0,NA,2014-09-20 22:05:35,FALSE,NA,"513448916243587072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Buck_Reed",3,TRUE,FALSE,NA,NA
"Snuck out for a quiet coffee at the surf life club. Thanks #PAIC2014 and #SPAConf2014 for a great couple of days. See you in Radalaide!",FALSE,0,NA,2014-09-20 21:39:49,FALSE,NA,"513442432290009088",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","frankiewithac",1,FALSE,FALSE,NA,NA
"Going to miss this view! #PAIC2014 http://t.co/hpdZKMRWEe",FALSE,6,NA,2014-09-20 21:28:14,FALSE,NA,"513439516665729024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",2,FALSE,FALSE,"153.4318728","-28.0317208"
"RT @Straps_01: @paramedickiwi @arban70 @GoodSamApp there were approx 200 registered responders about a month ago. Would love to see that x3…",FALSE,0,NA,2014-09-20 21:25:36,FALSE,NA,"513438854565875714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GoodSamApp",3,TRUE,FALSE,NA,NA
"@paramedickiwi @arban70 @GoodSamApp there were approx 200 registered responders about a month ago. Would love to see that x3 post #PAIC2014",FALSE,2,"paramedickiwi",2014-09-20 21:25:17,FALSE,"513140899740540928","513438772277415936","746604090","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Straps_01",3,FALSE,FALSE,NA,NA
"RT @meta4RN: Paramedics Australasia International Conference:
630+ Tweeting
11,450+ Tweets
http://t.co/4XvgkFNmtX #PAIC2014",FALSE,0,NA,2014-09-20 21:21:08,FALSE,NA,"513437730865291265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mickhels",5,TRUE,FALSE,NA,NA
"RT @paramedickiwi: The future: early bystander CPR by community first rescuers through mobile app alert. #PAIC2014 See @GoodSamApp (ME) htt…",FALSE,0,NA,2014-09-20 21:20:59,FALSE,NA,"513437690138607617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mickhels",12,TRUE,FALSE,NA,NA
"At the airport aftet a 0430 rise #paic2014 great learnings new friends Awsome",FALSE,0,NA,2014-09-20 21:20:42,FALSE,NA,"513437620643184640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mickhels",1,FALSE,FALSE,NA,NA
"RT @paramedickiwi: The future: early bystander CPR by community first rescuers through mobile app alert. #PAIC2014 See @GoodSamApp (ME) htt…",FALSE,0,NA,2014-09-20 21:14:21,FALSE,NA,"513436020130734081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedrusty",12,TRUE,FALSE,NA,NA
"RT @paramedickiwi: The future: early bystander CPR by community first rescuers through mobile app alert. #PAIC2014 See @GoodSamApp (ME) htt…",FALSE,0,NA,2014-09-20 21:00:17,FALSE,NA,"513432483946565632",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","arban70",12,TRUE,FALSE,NA,NA
"RT @HansvanSchuppen: Death by hyperventilation: A common and life-threatening problem during #CPR. http://t.co/W2JgiEWapt #PAIC2014 #FOAMem…",FALSE,0,NA,2014-09-20 20:59:31,FALSE,NA,"513432287392694272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarioJWeber",9,TRUE,FALSE,NA,NA
"RT @ParamedicsNZ: It's official, Team @AUTuni NZ team has taken out the #FernoSim challenge at #PAIC2014 #ParaNZ #GoKiwi http://t.co/TFzGLp…",FALSE,0,NA,2014-09-20 20:38:39,FALSE,NA,"513427037361418240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MitchMullooly",3,TRUE,FALSE,NA,NA
"RT @meta4RN: Paramedics Australasia International Conference:
630+ Tweeting
11,450+ Tweets
http://t.co/4XvgkFNmtX #PAIC2014",FALSE,0,NA,2014-09-20 20:24:19,FALSE,NA,"513423432025776128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PAIC2014",5,TRUE,FALSE,NA,NA
"Great conference #PAIC2014 well done everyone, see you all in Adelaide #PAIC2015.",FALSE,3,NA,2014-09-20 20:23:34,FALSE,NA,"513423240505462784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mbpelf5",2,FALSE,FALSE,NA,NA
"RT @meta4RN: Paramedics Australasia International Conference:
630+ Tweeting
11,450+ Tweets
http://t.co/4XvgkFNmtX #PAIC2014",FALSE,0,NA,2014-09-20 20:23:01,FALSE,NA,"513423104035409921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ParamedicsNZ",5,TRUE,FALSE,NA,NA
"RT @meta4RN: Paramedics Australasia International Conference:
630+ Tweeting
11,450+ Tweets
http://t.co/4XvgkFNmtX #PAIC2014",FALSE,0,NA,2014-09-20 20:22:06,FALSE,NA,"513422871649992706",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",5,TRUE,FALSE,NA,NA
"RT @FernoAU: @LKarschimkus @CQUSPA @PAIC2014 @SPAbird A much deserved win. All teams to be congratulated for giving it a go. #PAIC2014 #Fer…",FALSE,0,NA,2014-09-20 20:01:39,FALSE,NA,"513417726358863872",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","CQUniversityVC",4,TRUE,FALSE,NA,NA
"RT @alan_eade: “@paramedickiwi: Great websites for paramedics to check out #PAIC2014 @johnboy237 http://t.co/hr7Ti9Teed” ping @AmboFOAM @pr…",FALSE,0,NA,2014-09-20 19:59:27,FALSE,NA,"513417171100135424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SueHuckson",9,TRUE,FALSE,NA,NA
"El CEO de  @StJohnNZ Peter Bradley Habla de Futuros Desarrollos en el Servicio de Ambulancias en #PAIC2014  http://t.co/biDfDfD9UA #RSGE",FALSE,1,NA,2014-09-20 19:32:39,FALSE,NA,"513410429058826240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osmithgallardo",2,FALSE,FALSE,"-79.5333929","9.0113978"
"RT @LAS_OpsDirector: “@ParamedicsNZ: Now @StJohnNZ @stCEO Peter Bradley - 'Future Developments in Ambulance Services' #PAIC2014 #ParaNZ htt…",FALSE,0,NA,2014-09-20 19:30:16,FALSE,NA,"513409830317723649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osmithgallardo",4,TRUE,FALSE,NA,NA
"Paramedics Australasia International Conference:
630+ Tweeting
11,450+ Tweets
http://t.co/4XvgkFNmtX #PAIC2014",FALSE,11,NA,2014-09-20 19:25:39,FALSE,NA,"513408667819855872",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","meta4RN",5,FALSE,FALSE,NA,NA
"RT @injohns: “@ParamedicsNZ: MT Well done IP Out going @AusParamedics Pres Ian Patrick declares the conference open #PAIC2014 http://t.co/9…",FALSE,0,NA,2014-09-20 19:19:10,FALSE,NA,"513407034096484352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ParamedicsNZ",3,TRUE,FALSE,NA,NA
"RT @LAS_OpsDirector: “@ParamedicsNZ: Now @StJohnNZ @stCEO Peter Bradley - 'Future Developments in Ambulance Services' #PAIC2014 #ParaNZ htt…",FALSE,0,NA,2014-09-20 19:18:42,FALSE,NA,"513406918853808128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ParamedicsNZ",4,TRUE,FALSE,NA,NA
